ADDRESSCOUNTRYCODE,ADDRESSSTATECODE,CITY,LASTUPDATEDDATE,POSTALCODE,RECAREAADDRESSID,RECAREAADDRESSTYPE,RECAREAID,RECAREASTREETADDRESS1,RECAREASTREETADDRESS2,RECAREASTREETADDRESS3
"USA","MN","Winona","2007-03-06","55987","2157","","1585","51 East 4th Street","",""
"USA","LA","Hackberry ","2007-03-06","70645","2158","","1586","3000 Holly Beach Highway","",""
"USA","RI","Middletown","2007-03-06","02842","2159","","1587","769 Sachuest Point Road","",""
"USA","CA","Butte County","2007-03-06","","2160","","1589","Near Dayton in ","",""
"USA","CA","Castroville","2007-03-06","","2161","","1590","Off U.S. Hwy 1, about 3 miles south of","",""
"USA","CA","Calipatria","2007-03-06","92233","2162","","1592","906 W Sinclair Rd","",""
"USA","AZ","Douglas","2007-03-06","85608","2163","","1594","P.O. Box 3509","",""
"USA","CA","Los Banos","2007-03-06","93635","2165","","1596","947-C West Pacheco Blvd","",""
"USA","SD","Columbia","2007-03-06","57433","2166","","1598","39650 Sand Lake Drive","",""
"USA","SD","Columbia","2004-07-08","57433","2167","","1599","Rural Rt. 1, Box 25","",""
"USA","TX","Alamo","2007-03-06","78516","2168","","1601","Rt. 2 Box 202A","",""
"USA","SC","Summerton","2007-03-06","29148","2169","","1602","2125 Fort Watson Road","",""
"USA","SC","Hardeeville","2007-03-06","","2170","","1603","Administrative Office - 1000 Business Center Drive","Suite 10 - Savannah, GA   31405 ",""
"USA","WY","Green River","2007-03-06","82935","2171","","1606","37 Miles North on Highway 372","",""
"USA","AK","Kotzebue","2007-03-06","99752","2172","","1607","160 2nd Ave","P.O. Box 270",""
"USA","LA","Lacombe","2007-03-06","70445","2174","","1611","(mailing address)","61389 Hwy. 434",""
"USA","MN","Zimmerman","2007-03-06","55398","2175","","1612","17076 293rd Ave. ","",""
"USA","ND","Moffit","2007-03-06","58560","2176","","1615","12000 353 St. SE","",""
"USA","MO","Mound City","2007-03-06","64470","2177","","1616","Highway 159 South","",""
"USA","WI","New Richmond","2007-03-06","54017","2178","","1618","1764 95th Street","",""
"USA","FL","St. Marks","2007-03-06","32355","2179","","1619","1200 Lighthouse Road","",""
"USA","FL","Apalachicola","2007-03-06","32320","2180","","1620","479 Market Street ","",""
"USA","CT","Westbrook","2007-03-06","06498","2181","","1621","733 Old Clinton Road","",""
"USA","ME","Old Town","2007-03-06","04468","2183","","1626","1168 Main Street","",""
"USA","NJ","Pennsville","2007-03-06","08070","2184","","1627","197 Lighthouse Road","",""
"USA","MO","Sumner","2007-03-06","64681","2185","","1629","Rte #1 Box 29A (Swan Lake Drive)","",""
"USA","MS","Grenada","2007-03-06","38902","2186","","1633","P.O. Box 1070","2776 Sunset Drive",""
"USA","MN","Rochert","2007-03-06","56578","2187","","1634","35704 County Highway 26","",""
"USA","NY","Huntington","2007-03-06","11743","2188","","1636","12 Target Rock Rd.","",""
"USA","TN","Paris","2007-03-06","38242","2189","","1637","3006 Dinkins Lane","",""
"USA","AK","Tok","2007-03-06","99780","2190","","1639","1.3 mile Borealis Avenue","PO Box 779",""
"USA","TX","Sabine Pass","2007-03-06","77655","2191","","1642","P.O. Box 609","",""
"USA","AK","Dillingham","2007-03-06","99576","2193","","1645","6 Main Street","PO Box 270",""
"USA","WI","Trempealeau","2007-03-06","54661","2194","","1647","W28488 Refuge Rd.","",""
"USA","RI","South Kingstown","2007-03-06","02879","2195","","1648","1040 Matunuck Schoolhouse Road","",""
"USA","CA","Tulelake","2007-03-06","96134","2196","","1649","4009 Hill Rd","",""
"USA","OR","Irving","2007-03-06","97844","2198","","1653","72650 Riverview Lane","",""
"USA","IA","Titonka","2007-03-06","50480","2199","","1654","1710 360th St.","",""
"USA","LA","Farmerville","2007-03-06","71363","2201","","1657","11372 Highway 143","",""
"USA","ND","Berthold","2007-03-06","58718","2202","","1658","17701 212th Ave NW","",""
"USA","ND","Valley City","2007-03-06","58072","2203","","1660","11515 River Road","",""
"USA","NJ","Sussex","2007-03-06","07461","2204","","1661","1547 County Route 565","",""
"USA","AR","Augusta","2007-03-06","72006","2205","","1663","26320 Highway 33 South","",""
"USA","MT","Lewistown","2007-03-06","59457","2206","","1664","Airport Road","",""
"USA","GA","Savannah","2007-03-06","31405","2207","","1666","1000 Business Center Drive, ","Suite 10",""
"USA","SD","Waubay","2007-03-06","57273","2208","","1667","44401 134A St.","",""
"USA","SD","Waubay","2007-03-06","57273","2209","","1668","44401 134A St.","",""
"USA","AL","Decatur","2007-03-06","35603","2210","","1670","2700 Refuge Headquarters Road","",""
"USA","AR","St. Charles","2007-03-06","72140","2211","","1671","57 South CC Camp Road","",""
"USA","OR","Corvallis","2007-03-06","97333","2213","","1674","26208 Finley Refuge Rd","",""
"USA","MN","Windom","2007-03-06","56101","2214","","1675","49663 County Road 17","",""
"USA","MS","Hollandale","2007-03-06","38748","2215","","1677","728 Yazoo Refuge Road","",""
"USA","AK","Bethel","2007-03-06","99559","2216","","1678","State Highway","Box 346",""
"USA","AK","Fairbanks","2007-03-06","99701","2217","","1679","101 12th Ave","Box 264",""
"USA","CA","Redding","2011-08-08","96002","2218","","1681","Redding Field Office "," 355 Hemsted Drive"," "
"USA","CO","Canon City","2011-07-27","81212","2226","","1700","Royal Gorge Field Office","3028 East Main Street"," "
"USA","OR","North Bend","2011-08-01","97459","2227","","1702","Coos Bay District","1300 Airport Lane "," "
"USA","UT","St. George","2011-08-03","84790","2229","","1705","St. George Field Office","345 East Riverside Drive",""
"USA","OR","Prineville","2011-08-01","97754","2230","","1707","Prineville District Office","3050 N.E. 3rd Street",""
"USA","OR","Prineville","2011-08-01","97754","2231","","1711","Prineville District Office","3050 NE 3rd Street ",""
"USA","CA","Hollister","2011-08-08","95023","2232","","1714","Hollister Field Office"," 20 Hamilton Court"," "
"USA","OR","North Bend","2011-08-01","97459","2233","","1716","Coos Bay District","1300 Airport Lane",""
"USA","OR","North Bend","2011-08-01","97459","2234","","1718","Coos Bay District","1300 Airport Lane",""
"USA","OR","North Bend","2011-08-01","97459","2237","","1729","Coos Bay District","1300 Airport Lane"," "
"USA","OR","North Bend","2011-08-01","97459","2238","","1730","Coos Bay District","1300 Airport Lane",""
"USA","NV","Elko","2011-08-01","89801","2239","","1734","Elko District Office","3900 E. Idaho Street",""
"USA","WY","Casper","2011-07-28","82601","2240","","1735","National Historic Trails Interpretive Center"," 1501 North Poplar Street"," "
"USA","CA","Ridgecrest","2011-08-08","93555","2241","","1737","Ridgecrest Field Office","300 South Richmond Road",""
"USA","OR","North Bend","2011-08-02","97459","2243","","1741","Coos Bay District","1300 Airport Lane ",""
"USA","CA","Arcata","2011-08-08","95521","2244","","1746","Arcata Field Office","1695 Heindon Road",""
"USA","CA","Ukiah","2011-08-08","95482","2245","","1748","Ukiah Field Office","2550 North State Street",""
"USA","OR","Medford","2004-07-08","97504","2246","","1750","3040 Biddle Road","",""
"USA","AZ","Safford","2010-09-22","85546","2248","","1754","Safford Field Office","711 14th Avenue",""
"USA","ID","Boise","2011-07-29","83705","2249","","1757","Bruneau Field Office ","3948 Development Avenue",""
"USA","CA","Alturas","2011-08-09","96101","2251","","1761","Alturas Field Office","708 W. 12th St.",""
"USA","WA","Spokane","2011-07-27","99212","2252","","1763","Spokane District Office","1103 N Fancher Road ",""
"USA","ID","Coeur d'Alene","2011-07-29","83815","2255","","1768","Coeur d'Alene Field Office ","3815 Schreiber Way",""
"USA","UT","Cedar City","2011-08-04","84720","2256","","1770","Cedar City Field Office","176 East D.L. Sargent Drive",""
"USA","WA","Spokane","2011-07-27","99212","2257","","1771","Spokane District Office ","1103 N Fancher Road",""
"USA","ID","Cottonwood","2011-07-29","83522","2258","","1776","Cottonwood Field Office","1 Butte Drive",""
"USA","OR","Eugene","2011-08-02","97477","2259","","1778","Eugene District ","3106 Pierce Parkway","Suite E"
"USA","OR","Roseburg","2011-08-01","97470","2261","","1782","Roseburg District Office","777 N.W. Garden Valley Boulevard",""
"USA","CA","Barstow","2011-08-09","92311","2262","","1785","Barstow Field Office","2601 Barstow Rd.",""
"USA","WA","Spokane","2011-07-27","99212","2264","","1790","Spokane District Office ","1103 N Fancher Road",""
"USA","WA","Spokane","2011-07-27","99212","2265","","1793","Spokane District Office "," 1103 N Fancher"," "
"USA","NV","Elko","2011-08-03","89801","2268","","1809","Elko District Office","3900 E. Idaho Street",""
"USA","NV","Elko","2011-08-03","89801","2270","","1815","Elko District Office","3900 E. Idaho Street",""
"USA","NV","Winnemucca","2011-08-01","89445","2271","","1817","Winnemucca District Office","5100 East Winnemucca Blvd.",""
"USA","NV","Las Vegas","2011-08-03","89130","2274","","1826","Southern Nevada District Office","4701 North Torrey Pines Drive",""
"USA","OR","Hines","2011-08-01","97738","2275","","1829","Burns District ","28910 Highway 20 West",""
"USA","OR","Vale","2011-08-02","97918","2276","","1834","Vale District Office ","100 Oregon Street"," "
"USA","NM","Socorro","2011-07-28","87801","2277","","1840","Socorro Field Office","901 S. Highway 85",""
"USA","OR","Roseburg","2004-07-09","97470","2281","","1855","777 N.W. Garden Valley Blvd."," "," "
"USA","OR","Medford","2011-08-02","97504","2282","","1858","Medford District Office","3040 Biddle Rd",""
"USA","UT","Salt Lake City","2011-08-03","84119","2283","","1862","Salt Lake Field Office","2370 South 2300 W.",""
"USA","UT","Vernal","2011-08-03","84078","2285","","1870","Vernal Field Office"," 170 South 500 East"," "
"USA","WY","Rawlins","2011-08-15","82301","2286","","1872","Rawlins Field Office","1300 North Third Street","PO Box 2407"
"USA","AZ","Yuma","2004-07-08","85365","2287","","1886","2555 Gila Ridge Rd","",""
"USA","TN","Gray","2008-02-26","37615","2289","","1891","Tennessee Valley Authority","Holston-Cherokee-Douglas Watershed Team","106 Tri-Cities Business Park Drive"
"USA","TN","Gray","2008-02-26","37615","2290","","1892","Tennessee Valley Authority","Holston-Cherokee-Douglas Watershed Team","106 Tri-Cities Business Park Drive"
"USA","TN","Gray","2008-02-26","37615","2291","","1896","Tennessee Valley Authority","Holston Watershed Team","106 Tri-Cities Business Park Drive"
"USA","TN","Morristown","2008-03-03","37813-1270","2292","","1898","Tennessee Valley Authority","Holston-Cherokee-Douglas Watershed Team","3726 E. Morris Boulevard"
"USA","TN","Lenoir City","2008-02-26","37772-5664","2293","","1900","Tennessee Valley Authority","Watts Bar-Clinch Watershed Team","260 Interchange Park Drive, LCB 1A-LCT"
"USA","TN","Lenoir City","2008-02-26","37772-5664","2295","","1904","Tennessee Valley Authority","Little Tennessee Watershed Team","260 Interchange Park Drive, LCB 1A-LCT"
"USA","NC","Murphy","2005-04-14","28906","2296","","1908","Tennessee Valley Authority","Chickamauga-Hiwassee Watershed Team","221 Old Ranger Road"
"USA","NC","Murphy","2008-02-26","28906","2298","","1912","Tennessee Valley Authority","Chickamauga-Hiwassee Watershed Team","221 Old Ranger Road"
"USA","NC","Murphy","2008-02-26","28906","2299","","1914","Tennessee Valley Authority","Chickamauga-Hiwassee Watershed Team","221 Old Ranger Road"
"USA","TN","Chattanooga","2008-03-03","37402-2801","2300","","1915","Tennessee Valley Authority","Chickamauga-Nickajack Watershed Team","1101 Market Street (PSC 1E-C)"
"USA","AL","Guntersville","2008-02-20","35976-7196","2301","","1917","Tennessee Valley Authority","Guntersville/Tims Ford Watershed Team","3696 Alabama Highway 69, CAB 1A-GVA"
"USA","AL","Guntersville","2008-02-20","35976-7196","2313","","1973","Guntersville/Tims Ford Watershed Team","3696 Alabama Highway 69, CAB 1A-GVA",""
"USA","AL","Muscle Shoals","2008-02-26","35662-1010","2314","","1974","Tennessee Valley Authority","Pickwick-Wheeler Watershed Team","P.O. Box 1010, SB 1H-M"
"USA","TN","Paris","2008-02-26","38242-5948","2315","","1976","Tennessee Valley Authority","Kentucky Watershed Team","2835-A East Wood Street, WTB 1A-PAT"
"USA","TN","Paris","2008-02-26","38242-5948","2316","","1978","Tennessee Valley Authority","Kentucky Watershed Team","2835-A East Wood Street, WTB 1A-PAT"
"USA","AL","Guntersville","2008-02-26","35976-7196","2317","","1980","Tennessee Valley Authority","Guntersville-Tims Ford Watershed Team","3696 Alabama Highway 69, CAB 1A-GVA"
"USA","TN","Lenoir City","2005-08-10","37772-5664","2318","","1982","Watts Bar-Clinch Watershed Team","260 Interchange Park Drive","LCB 1A-LCT"
"USA","ID","Boise","2004-07-08","83705","2323","","2000","3948 Development Ave","",""
"USA","NV","Battle Mountain","2011-08-01","89820","2330","","2026","Battle Mountain District Office","50 Bastian Road ",""
"USA","AZ","Phoenix","2011-07-19","85027","2331","","2030","21605 N. 7th Avenue","",""
"USA","CA","Barstow","2011-08-08","92311","2332","","2033","Barstow Field Office","2601 Barstow Road",""
"USA","AZ","Safford","2004-07-08","85546","2335","","2045","Safford Field Office","711 14th Ave.",""
"USA","AZ","Kingman ","2011-03-10","86401","2336","","2047","Kingman Field Office","2755 Mission Boulevard",""
"USA","AZ","Yuma","2004-07-08","85365","2337","","2050","Yuma Field Office","2555 E. Gila Ridge Road",""
"USA","AZ","Tucson","2012-04-16","85746","2338","","2056","Tucson Field Office","3201 East Universal Way",""
"USA","AZ","Safford","2004-07-08","85546","2339","","2058","Safford Field Office","711 14th Avenue",""
"USA","ID","Burley","2011-07-29","83318","2340","","2070","Burley Field Office","15 East 200 South",""
"USA","ID","Idaho Falls ","2011-07-29","83401","2341","","2076","Upper Snake Field Office","1405 Hollipark Dr.",""
"USA","ID","Shoshone","2011-07-29","83352","2344","","2086","Shoshone Field Office","400 West F Street",""
"USA","NV","Ely","2011-08-01","89301","2346","","2104","Ely District Office","702 North Industrial Way, HC 33 Box 33500 ",""
"USA","NV","Battle Mountain","2011-08-03","89820","2347","","2107","Battle Mountain District Office","50 Bastian Road",""
"USA","NV","Elko","2011-08-01","89801","2348","","2111","Elko Field Office","3900 E. Idaho Street",""
"USA","NV","Winnemucca","2004-07-08","89445","2349","","2116","Winnemucca Field Office","5100 E. Winnemucca Blvd."," "
"USA","CA","Elk Grove","2007-03-06","95757","2353","","2164","1624 Hood-Franklin Rd","",""
"USA","WA","Stevenson","2007-03-06","98648","2354","","2166","36062 State Rte 14 (Milepost 36)","",""
"USA","WA","Jefferson County","2007-03-06","","2358","","2173","Along 100 miles of Washington's Pacific coast ","from Flattery Rocks south to Copalis Beach in",""
"USA","WA","Jefferson County","2007-03-06","","2359","","2174","At the mouth of Discovery Bay","in the Strait of Juan de Fuca in",""
"USA","OR","Lincoln City","2007-03-06","","2360","","2175","7020 SE Hwy 101","",""
"USA","UT","Price","2004-07-08","84501","2361","","2183","Price Field Office","125 S. 600 W.",""
"USA","UT","Price","2004-07-08","84501","2362","","2187","Price Field Office","Bureau of Land Management","125 South 600 West"
"USA","UT","Vernal","2004-07-08","84078","2363","","2193","Vernal Field Office","170 South 500 East",""
"USA","UT","Provo","2004-07-08","84606","2364","","2197","Rocky Mountain Research Station","735 North 500 East",""
"USA","UT","Vernal","2011-08-03","84078","2365","","2201","Vernal Field Office","170 South 500 East",""
"USA","UT","Salt Lake City","2004-07-08","84119","2366","","2203","Salt Lake Field Office","2370 South 2300 West",""
"USA","UT","Fillmore","2011-08-03","84631","2367","","2213","Fillmore Field Office","95 East 500 North",""
"USA","WY","Worland","2004-07-08","82401","2368","","2217","Worland Field Office","101 South 23rd",""
"USA","WY","Pinedale","2011-08-15","82941","2369","","2239","Pinedale Field Office","1625 West Pine Street ","P.O. Box 768"
"USA","WY","Kemmerer","2004-07-08","82941","2370","","2243","Kemmerer Field Office","312 Highway 189 North",""
